has_current_account,has_pension_saving,has_savings_account,has_savings_account_starter,has_current_account_starter,bal_insurance_21,bal_insurance_23,cap_life_insurance_fixed_cap,cap_life_insurance_decreasing_cap,prem_fire_car_other_insurance,bal_personal_loan,bal_mortgage_loan,bal_current_account,bal_pension_saving,bal_savings_account,bal_savings_account_starter,bal_current_account_starter,visits_distinct_so,visits_distinct_so_areas
0,0,1,0,0,0,0,0,0,0,0,0,0,0,22030,0,0,1,1
1,0,1,0,0,0,0,0,0,300,0,0,0,0,20350,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,11430,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,1270,0,11840,0,0,1,1
0,0,1,0,0,0,0,0,0,670,0,0,0,0,35000,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,1590,0,25120,0,0,1,1
1,0,1,0,0,0,0,0,0,70,0,0,5960,0,130,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,14590,0,0,1,1
0,0,1,0,0,0,0,0,37500,0,0,0,0,0,12640,0,0,2,1
1,0,1,0,0,8800,9150,0,0,200,0,0,10290,0,1120,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,5790,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,40,0,0,0,0,36080,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5020,0,0,1,1
1,0,1,0,0,0,0,0,40000,0,0,63520,1140,0,5020,0,0,1,1
1,0,1,0,0,0,0,0,131500,0,6190,84680,2630,0,20020,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,560,0,30000,0,0,1,1
0,0,1,0,0,0,0,0,0,1700,0,0,0,0,5230,0,0,1,1
1,0,1,0,0,8470,0,0,0,110,0,0,260,0,6760,0,0,1,1
1,0,1,0,0,0,0,0,180000,600,0,0,2260,0,6220,0,0,1,1
1,0,1,0,0,0,0,0,0,330,0,0,1320,0,36310,0,0,2,1
0,0,1,0,0,0,0,0,0,310,0,0,0,0,38570,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,7730,0,0,2,2
0,0,1,0,0,0,0,0,50000,0,0,0,0,0,23850,0,0,1,1
0,0,1,0,0,0,0,0,0,710,0,0,0,0,16860,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6880,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,10280,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,40460,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,2270,0,11180,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,41860,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,37900,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,25990,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,17460,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,4100,0,4000,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,370,0,6980,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,16180,0,0,1,1
0,0,1,0,0,0,0,0,0,380,0,0,0,0,6300,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,22930,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,7710,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,710,0,0,0,0,20570,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6430,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,620,0,10700,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,11630,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,9750,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,20230,0,0,1,1
1,0,1,0,0,4630,0,0,0,1150,0,0,0,0,10490,0,0,1,1
1,0,1,0,0,0,0,0,72550,0,0,20440,4510,0,28890,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5190,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,10920,0,0,1,1
1,0,1,0,0,0,0,0,0,90,0,0,1470,0,40890,0,0,1,1
1,0,0,0,0,0,0,0,0,1500,0,0,7230,0,0,0,0,2,1
1,0,0,0,0,0,0,0,0,0,0,0,9690,0,0,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,2000,0,9040,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,22220,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,43720,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,7720,0,8860,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,33220,0,0,2,2
1,0,1,0,0,0,0,0,0,0,0,0,1670,0,5370,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,6010,0,30700,0,0,1,1
1,0,1,0,0,0,0,0,97010,660,0,61130,990,0,6620,0,0,2,1
0,0,1,0,0,0,0,0,0,560,0,0,0,0,16150,0,0,1,1
1,0,1,0,1,0,0,0,0,0,0,0,0,0,30320,0,0,1,1
1,0,1,0,0,0,0,0,0,90,0,0,11700,0,890,0,0,1,1
1,0,1,0,0,0,0,0,23690,900,0,23950,0,0,9040,0,0,2,1
1,0,1,0,0,2690,0,0,67000,470,0,53000,3880,0,42840,0,0,4,2
1,0,1,0,0,1040,0,0,92000,380,0,167110,1790,0,28590,0,0,1,1
0,0,1,0,0,0,0,0,0,280,0,0,0,0,36950,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,10820,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,10860,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,13930,0,0,1,1
0,0,1,0,0,0,0,0,0,390,0,0,0,0,24490,0,0,1,1
1,0,1,0,0,0,0,0,0,430,0,0,6080,0,90,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,49180,0,0,1,1
0,0,1,0,0,0,0,0,215000,0,0,209000,0,0,5000,0,0,2,1
1,0,1,0,0,0,0,0,150000,250,0,0,680,0,12520,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,1140,0,28480,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,11700,0,0,1,1
0,0,1,0,0,0,0,0,0,240,0,0,0,0,9950,0,0,2,1
1,0,1,0,0,5590,0,0,0,1110,11660,0,1120,0,6000,0,0,3,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,15420,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,22200,0,0,1,1
0,0,1,0,0,0,0,0,180000,0,0,0,0,0,9850,0,0,1,1
1,0,1,0,0,0,0,0,23180,770,0,2810,3290,0,12330,0,0,3,1
0,0,1,0,0,0,8000,0,0,0,0,0,0,0,17260,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5550,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,47150,0,0,1,1
1,0,1,0,0,0,0,0,40000,0,3690,22020,8050,0,25050,0,0,1,1
1,0,1,0,0,0,0,0,0,730,0,0,6020,0,22180,0,0,1,1
1,1,1,0,0,4580,0,0,0,0,0,0,1050,14860,22740,0,0,2,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,10430,0,0,1,1
1,0,1,0,0,0,0,0,0,2510,0,0,30,0,25780,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,27830,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,10360,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,4230,0,4490,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5130,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,16390,0,0,1,1
1,0,1,0,0,0,0,0,0,590,0,0,460,0,6510,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,60,0,21230,0,0,1,1
1,0,1,0,0,0,0,0,0,140,0,0,880,0,34650,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,10,0,8910,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,120,0,7540,0,0,1,1
1,0,1,0,0,0,0,0,0,720,0,0,0,0,10480,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5760,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,8620,0,0,1,1
1,0,1,0,0,0,0,0,0,420,0,0,11370,0,15160,0,0,1,1
1,0,1,0,0,0,0,0,0,0,10220,0,2110,0,5860,0,0,1,1
1,0,1,0,0,9160,0,0,375000,1370,25960,345790,4140,0,11350,0,0,3,1
1,0,0,0,0,0,0,0,0,0,0,0,9630,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,2140,0,0,0,0,35400,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,14050,0,0,1,1
0,0,1,0,0,0,0,0,0,470,0,0,0,0,18730,0,0,3,1
1,0,1,0,0,0,0,0,172000,680,0,0,0,0,7500,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,1250,0,20520,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,20610,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,10600,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,9970,0,0,1,1
1,0,1,0,0,0,0,0,0,360,0,0,1090,0,47130,0,0,1,1
1,0,1,0,0,0,0,0,0,250,0,0,3050,0,5670,0,0,2,1
0,0,1,0,0,0,0,0,0,360,0,0,0,0,7200,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,29750,0,0,1,1
0,0,1,0,0,0,0,0,0,530,0,0,0,0,20540,0,0,1,1
1,0,1,0,0,7550,0,0,0,1280,0,0,320,0,30820,0,0,2,1
0,0,1,0,0,0,0,0,0,840,0,0,0,0,10100,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,40650,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,20240,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,-20,0,7780,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,10070,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,8070,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,22140,0,0,1,1
1,0,1,0,0,950,0,0,0,1130,0,0,1040,0,5020,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6710,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,3810,0,26430,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,27150,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,32010,0,0,1,1
0,0,1,0,0,0,0,0,429490,0,0,204010,0,0,18280,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,34580,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,39970,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,290,0,8790,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5910,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,1430,0,25390,0,0,1,1
1,0,1,0,0,0,0,0,80000,0,0,69650,6030,0,16750,0,0,2,2
1,0,1,0,0,0,0,0,0,0,0,0,430,0,20980,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,25430,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,5850,0,7250,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,20860,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,1960,0,18530,0,0,1,1
1,0,1,0,0,5580,0,0,16000,580,0,10980,190,0,16890,0,0,3,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,30190,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,24160,0,0,1,1
1,0,1,0,0,2390,0,0,0,0,0,0,3990,0,28090,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,12280,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,130,0,5940,0,0,1,1
1,0,0,0,0,0,0,0,0,550,0,0,11260,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,330,0,0,3470,0,8110,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,36720,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,20770,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,990,0,7890,0,0,1,1
0,0,1,0,0,0,0,0,4720,0,0,0,0,0,48220,0,0,2,2
1,0,1,0,0,0,0,0,0,0,0,0,590,0,5670,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,25740,0,0,1,1
1,0,1,0,0,0,0,0,0,1400,10570,0,2400,0,12350,0,0,1,1
1,0,1,0,0,6030,2600,0,0,0,0,0,530,0,22400,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,1160,0,12800,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6470,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,30520,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,8670,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,18830,0,20,0,0,1,1
1,0,1,0,0,0,0,0,0,390,0,0,2350,0,19430,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,10280,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6690,0,0,1,1
1,0,1,0,0,0,0,0,92000,250,1190,84230,300,0,8710,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,7160,0,0,1,1
1,0,1,0,0,0,0,0,0,420,0,0,0,0,33490,0,0,1,1
0,0,1,0,0,9580,0,0,0,340,0,0,0,0,7930,0,0,2,1
1,0,1,0,0,0,0,0,0,450,0,0,3790,0,22230,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,21490,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,14790,0,0,1,1
0,0,1,0,0,0,0,0,0,330,0,0,0,0,16750,0,0,1,1
1,1,1,0,0,0,0,0,0,0,0,0,1120,4740,13580,0,0,2,2
1,0,1,0,0,0,0,0,0,20,0,0,3860,0,26290,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,23390,0,0,1,1
0,0,1,0,0,0,0,0,0,490,0,0,0,0,24570,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6480,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,760,0,16850,0,0,1,1
0,0,1,0,0,0,0,0,0,440,0,0,0,0,21520,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,1120,0,6960,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,4380,0,45500,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5160,0,0,1,1
0,0,1,0,0,2620,0,0,0,0,0,0,0,0,5560,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,44960,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,26110,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,1,1
1,0,1,0,0,0,0,0,180000,230,0,177850,5080,0,6850,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,15550,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,220,0,14360,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,1540,0,4760,0,0,1,1
0,0,1,0,0,0,0,0,0,310,0,0,0,0,22040,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,20280,0,0,1,1
1,0,1,0,0,0,0,0,0,310,0,0,0,0,15050,0,0,2,1
1,0,1,0,0,0,0,2900,0,0,0,0,2730,0,4270,0,0,2,1
0,0,1,0,0,0,0,0,0,880,0,0,0,0,13710,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,40130,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,18790,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5660,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,1710,0,6450,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,1460,0,10730,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,9530,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6460,0,0,1,1
0,0,1,0,0,0,0,0,161000,0,0,0,0,0,31500,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,460,0,18440,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,1,1
1,0,1,0,0,0,0,0,0,0,27340,0,1750,0,4880,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,13190,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,8150,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,3520,0,10870,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,26030,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,8950,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,8940,0,15840,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,4660,0,8680,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,7450,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,1240,0,34720,0,0,1,1
1,0,1,0,0,0,0,0,54540,0,0,30150,280,0,17290,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,880,0,5100,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,7530,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6830,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,790,0,15090,0,0,1,1
1,0,1,0,0,210,0,0,0,0,0,0,1350,0,6910,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,100,0,7860,0,0,1,1
1,0,1,0,0,0,0,0,0,70,0,0,16540,0,60,0,0,2,1
1,0,1,0,1,0,0,0,0,0,0,0,550,0,23000,0,550,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,8350,0,0,1,1
1,0,1,0,0,0,0,0,0,130,0,0,500,0,44740,0,0,1,1
1,0,1,0,0,0,0,0,0,1740,12290,0,790,0,18060,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6910,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5260,0,0,1,1
0,0,1,0,0,5360,0,0,127500,0,0,0,0,0,7540,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,16310,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,34310,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,40430,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,10350,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5040,0,0,1,1
0,0,1,0,0,1460,0,0,11800,1210,0,0,0,0,16380,0,0,1,1
1,0,1,0,0,9420,0,0,0,590,42520,0,0,0,21900,0,0,3,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,49120,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,3700,0,17240,0,0,1,1
1,0,1,0,0,0,0,0,0,460,0,0,1850,0,25300,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,20080,0,0,1,1
1,0,1,0,0,0,0,0,0,510,0,0,2170,0,23290,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6340,0,0,1,1
1,0,1,0,0,470,0,0,0,0,0,0,1190,0,8090,0,0,1,1
1,0,1,0,0,5470,0,0,0,0,0,0,2040,0,21550,0,0,1,1
0,0,1,0,0,0,0,0,0,890,0,0,0,0,6390,0,0,1,1
1,0,1,0,0,5890,0,0,0,0,0,8600,2070,0,6000,0,0,4,3
0,0,1,0,0,0,0,0,0,860,0,0,0,0,16290,0,0,1,1
1,0,1,0,0,0,0,0,180000,820,0,157290,3530,0,3580,0,0,2,1
1,0,1,0,0,6090,0,0,0,0,0,0,0,0,14450,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,9830,0,410,0,0,1,1
1,0,1,0,0,0,0,0,40000,90,0,47820,0,0,48360,0,0,2,2
1,0,1,0,0,0,0,0,0,0,0,0,5580,0,26290,0,0,1,1
0,0,1,0,0,0,0,0,0,90,0,0,0,0,47790,0,0,1,1
1,0,1,0,0,0,0,0,116350,560,0,84940,850,0,5260,0,0,1,1
0,0,1,0,0,0,0,0,0,70,0,0,0,0,40440,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6110,0,0,1,1
1,0,1,0,0,6440,0,0,0,0,0,0,1840,0,10050,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,2490,0,4780,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,8530,0,17160,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,10990,0,0,0,0,1,1
1,0,1,0,0,0,0,0,205000,0,0,0,2210,0,3970,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,640,0,33310,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,15900,0,0,1,1
0,0,1,0,0,0,0,0,0,1270,0,0,0,0,12050,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,3800,0,22360,0,0,1,1
1,0,0,0,1,0,0,0,0,0,26550,0,2900,0,0,0,2900,1,1
1,0,1,0,0,5380,0,0,0,0,0,0,460,0,9030,0,0,1,1
1,0,1,1,0,0,0,0,0,1370,0,0,570,0,9960,9960,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,30100,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,1890,0,28210,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,8340,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,760,0,24530,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,9760,0,0,1,1
0,0,1,0,0,0,0,0,0,0,3600,0,0,0,18800,0,0,1,1
1,0,1,0,0,0,0,0,115000,250,0,112060,2270,0,11390,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,15020,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,1470,0,29450,0,0,1,1
0,0,1,0,0,0,0,0,0,650,0,0,0,0,15630,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,23530,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,12890,0,0,1,1
0,0,1,0,0,8120,0,0,0,0,0,0,0,0,29660,0,0,2,1
0,1,1,0,0,0,0,0,0,0,0,0,0,3000,16160,0,0,1,1
1,0,1,0,0,0,0,0,14610,540,0,9090,2700,0,30320,0,0,1,1
1,0,1,0,0,0,0,0,135000,150,0,108310,2370,0,6360,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,40110,0,0,1,1
0,0,1,0,0,0,0,0,0,100,0,0,0,0,38230,0,0,1,1
1,0,1,0,0,0,0,0,0,120,0,0,4860,0,29080,0,0,2,1
1,0,1,0,0,0,0,0,40000,0,0,0,5650,0,9010,0,0,2,1
1,0,1,0,0,0,0,0,0,0,0,0,9710,0,15430,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,34790,0,0,1,1
1,0,1,0,0,0,0,0,215000,330,0,208580,3430,0,7210,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,47230,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,41250,0,0,1,1
1,0,1,0,0,0,0,0,0,90,0,0,10250,0,14820,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,15190,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,9130,0,0,1,1
0,0,1,0,0,0,0,0,0,1060,0,0,0,0,17130,0,0,1,1
0,0,1,0,0,0,9470,0,0,0,0,0,0,0,16440,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,28150,0,0,1,1
1,0,1,0,0,0,0,0,0,170,0,0,2920,0,10810,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,40460,0,0,1,1
0,0,1,0,0,4880,2630,0,0,0,0,0,0,0,8880,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,34160,0,0,1,1
1,1,1,0,0,0,0,0,0,70,0,0,100,9160,37660,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,20210,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,38660,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,10260,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,10290,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,11510,0,0,1,1
0,0,1,0,0,0,0,0,0,150,0,0,0,0,34030,0,0,3,1
1,0,0,0,0,0,0,0,0,1010,0,0,6980,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,20220,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,5350,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6090,0,0,1,1
1,0,1,0,0,4840,0,0,120000,240,0,100490,4140,0,10260,0,0,3,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,21890,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,33970,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,6660,0,0,1,1
1,0,1,0,0,0,0,0,25000,280,0,19110,1070,0,32540,0,0,1,1
1,0,1,0,0,0,0,0,0,0,8440,0,1230,0,11140,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,18770,0,0,1,1
1,0,1,0,0,0,7670,0,0,0,0,0,1400,0,12910,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,10,0,28180,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,60,0,16800,0,0,1,1
0,0,1,0,0,1670,0,0,0,410,0,0,0,0,41060,0,0,1,1
0,0,1,0,0,0,0,69570,0,100,0,0,0,0,25970,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,3970,0,36540,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,45990,0,0,1,1
1,0,1,0,0,0,0,0,120000,410,0,96740,980,0,9350,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,7740,0,4320,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,6190,0,3110,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,40810,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,25170,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,25300,0,0,1,1
1,1,1,0,0,0,0,0,0,0,0,0,10,36470,30710,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,12210,0,21050,0,0,2,2
1,0,1,0,0,0,0,0,0,60,0,0,10310,0,17200,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,20550,0,0,1,1
